Date,Open,High,Low,Close,Volume,Year,M_num,M_nm,D_num,D_nm,Wk,P_intra,P_day,P_Vol,Ex_trd,PEx_trd
2000-04-24 00:00:00-04:00,1434.5400390625,1434.5400390625,1407.1300048828125,1429.8599853515625,868700000,2000,4,April,0,Monday,17,1.9479390024072607,-0.3262407171288162,-3.068511492970319,,
2000-04-25 00:00:00-04:00,1429.8599853515625,1477.6700439453125,1429.8599853515625,1477.43994140625,1071100000,2000,4,April,1,Tuesday,17,3.343688129155866,3.327595466837889,23.29918268677334,,
2000-04-26 00:00:00-04:00,1477.43994140625,1482.93994140625,1456.97998046875,1460.989990234375,999600000,2000,4,April,2,Wednesday,17,1.7817651090269597,-1.113409128239601,-6.675380450004669,,
2000-04-27 00:00:00-04:00,1460.989990234375,1469.2099609375,1434.81005859375,1464.9200439453125,1111000000,2000,4,April,3,Thursday,17,2.3975230824256397,0.26899935914735684,11.144457783113246,,
2000-04-28 00:00:00-04:00,1464.9200439453125,1473.6199951171875,1448.1500244140625,1452.4300537109375,984600000,2000,4,April,4,Friday,17,1.7587936521584104,-0.852605593458674,-11.377137713771377,,
2000-05-01 00:00:00-04:00,1452.4300537109375,1481.510009765625,1452.4300537109375,1468.25,966300000,2000,5,May,0,Monday,18,2.0021587945242967,1.0892053802276238,-1.858622790981109,,
2000-05-02 00:00:00-04:00,1468.25,1468.25,1445.219970703125,1446.2900390625,1011500000,2000,5,May,1,Tuesday,18,1.5935310723439895,-1.49565543589307,4.677636344820449,,
2000-05-03 00:00:00-04:00,1446.2900390625,1446.2900390625,1398.3599853515625,1415.0999755859375,991600000,2000,5,May,2,Wednesday,18,3.427590478347918,-2.1565566127234215,-1.9673751853682648,,
2000-05-04 00:00:00-04:00,1415.0999755859375,1420.989990234375,1404.93994140625,1409.5699462890625,925800000,2000,5,May,3,Thursday,18,1.1424010632127082,-0.3907871805725409,-6.63574021782977,,
2000-05-05 00:00:00-04:00,1409.5699462890625,1436.030029296875,1405.0799560546875,1432.6300048828125,805500000,2000,5,May,4,Friday,18,2.202726834783976,1.6359641218557197,-12.994167206740117,,
2000-05-08 00:00:00-04:00,1432.6300048828125,1432.6300048828125,1417.050048828125,1424.1700439453125,787600000,2000,5,May,0,Monday,19,1.0994640639243367,-0.5905195974303229,-2.2222222222222223,,
2000-05-09 00:00:00-04:00,1424.1700439453125,1430.280029296875,1401.8499755859375,1412.1400146484375,896600000,2000,5,May,1,Tuesday,19,2.028038249888649,-0.8447045595446431,13.839512442864399,,
2000-05-10 00:00:00-04:00,1412.1400146484375,1412.1400146484375,1375.1400146484375,1383.050048828125,1006400000,2000,5,May,2,Wednesday,19,2.690635106670157,-2.0599916097947735,12.246263662725854,,
2000-05-11 00:00:00-04:00,1383.050048828125,1410.260009765625,1383.050048828125,1407.81005859375,953600000,2000,5,May,3,Thursday,19,1.9673880175598366,1.7902468378931373,-5.246422893481717,,
2000-05-12 00:00:00-04:00,1407.81005859375,1430.1300048828125,1407.81005859375,1420.9599609375,858200000,2000,5,May,4,Friday,19,1.5854373360109184,0.9340679350512191,-10.004194630872483,,
2000-05-15 00:00:00-04:00,1420.9599609375,1452.3900146484375,1416.5400390625,1452.3599853515625,854600000,2000,5,May,0,Monday,20,2.5308127265971154,2.209775453021622,-0.41948263807970165,,
2000-05-16 00:00:00-04:00,1452.3599853515625,1470.4000244140625,1450.760009765625,1466.0400390625,955500000,2000,5,May,1,Tuesday,20,1.3537741953343758,0.941918935313139,11.806693189796395,,
2000-05-17 00:00:00-04:00,1466.0400390625,1466.0400390625,1441.6700439453125,1447.800048828125,820500000,2000,5,May,2,Wednesday,20,1.6904003256179148,-1.2441672634015555,-14.128728414442701,,
2000-05-18 00:00:00-04:00,1447.800048828125,1458.0400390625,1436.5899658203125,1437.2099609375,807900000,2000,5,May,3,Thursday,20,1.4931242562270866,-0.7314606667679563,-1.5356489945155392,,
2000-05-19 00:00:00-04:00,1437.2099609375,1437.2099609375,1401.739990234375,1406.949951171875,853700000,2000,5,May,4,Friday,20,2.530424397551383,-2.1054689703017524,5.6690184428765935,,
2000-05-22 00:00:00-04:00,1406.949951171875,1410.550048828125,1368.72998046875,1400.719970703125,869000000,2000,5,May,0,Monday,21,3.0553921486437265,-0.44280043249306295,1.792198664636289,,
2000-05-23 00:00:00-04:00,1400.719970703125,1403.77001953125,1373.4300537109375,1373.8599853515625,869900000,2000,5,May,1,Tuesday,21,2.209065233306601,-1.9175842362038633,0.10356731875719218,,
2000-05-24 00:00:00-04:00,1373.8599853515625,1401.75,1361.0899658203125,1399.050048828125,1152300000,2000,5,May,2,Wednesday,21,2.987314226152728,1.8335247947494822,32.46350155190252,,
2000-05-25 00:00:00-04:00,1399.050048828125,1411.6500244140625,1373.9300537109375,1381.52001953125,984500000,2000,5,May,3,Thursday,21,2.745406915093288,-1.2529951527866023,-14.562179987850385,,
2000-05-26 00:00:00-04:00,1381.52001953125,1391.4200439453125,1369.75,1378.02001953125,722600000,2000,5,May,4,Friday,21,1.5820437266152583,-0.25334413910176634,-26.602336211274757,,
2000-05-30 00:00:00-04:00,1378.02001953125,1422.449951171875,1378.02001953125,1422.449951171875,844200000,2000,5,May,1,Tuesday,22,3.2241862245033546,3.2241862245033546,16.828120675339054,,
2000-05-31 00:00:00-04:00,1422.43994140625,1434.489990234375,1415.5,1420.5999755859375,960500000,2000,5,May,2,Wednesday,22,1.3415747251412928,-0.12935279492317098,13.776356313669746,-0.010009765625,-0.0007036989678795749
2000-06-01 00:00:00-04:00,1420.5999755859375,1448.81005859375,1420.5999755859375,1448.81005859375,960100000,2000,6,June,3,Thursday,22,1.985786533339692,1.985786533339692,-0.041644976574700676,,
2000-06-02 00:00:00-04:00,1448.81005859375,1483.22998046875,1448.81005859375,1477.260009765625,1162400000,2000,6,June,4,Friday,22,2.375737362591809,1.9636770881815389,21.07072179981252,,
2000-06-05 00:00:00-04:00,1477.260009765625,1477.280029296875,1464.6800537109375,1467.6300048828125,838600000,2000,6,June,0,Monday,23,0.860254466769995,-0.651882865518058,-27.856159669649,,
2000-06-06 00:00:00-04:00,1467.6300048828125,1471.3599853515625,1454.739990234375,1457.8399658203125,950100000,2000,6,June,1,Tuesday,23,1.1424718663649187,-0.6670645210256325,13.295969472931077,,
2000-06-07 00:00:00-04:00,1457.8399658203125,1474.6400146484375,1455.06005859375,1471.3599853515625,854600000,2000,6,June,2,Wednesday,23,1.3456459023148946,0.927400801750034,-10.051573518576992,,
2000-06-08 00:00:00-04:00,1471.3599853515625,1475.6500244140625,1456.489990234375,1461.6700439453125,854300000,2000,6,June,3,Thursday,23,1.315493708034637,-0.6585704044367303,-0.03510414228879008,,
2000-06-09 00:00:00-04:00,1461.6700439453125,1472.6700439453125,1454.9599609375,1456.949951171875,786000000,2000,6,June,4,Friday,23,1.2172213313967106,-0.3229246431497709,-7.994849584455109,,
2000-06-12 00:00:00-04:00,1456.949951171875,1462.9300537109375,1445.989990234375,1446.0,774100000,2000,6,June,0,Monday,24,1.171520106706738,-0.7515667345379694,-1.5139949109414759,,
2000-06-13 00:00:00-04:00,1446.0,1470.4200439453125,1442.3800048828125,1469.43994140625,935900000,2000,6,June,1,Tuesday,24,1.9440119086216907,1.6210194610131397,20.90169228781811,,
2000-06-14 00:00:00-04:00,1469.43994140625,1483.6199951171875,1467.7099609375,1470.5400390625,929700000,2000,6,June,2,Wednesday,24,1.0840039655740268,0.07486509827664066,-0.6624639384549632,,
2000-06-15 00:00:00-04:00,1470.5400390625,1482.0400390625,1464.6199951171875,1478.72998046875,1011400000,2000,6,June,3,Thursday,24,1.1893900126577668,0.5569342682754329,8.787781004625147,,
2000-06-16 00:00:00-04:00,1478.72998046875,1480.77001953125,1460.4200439453125,1464.4599609375,1250800000,2000,6,June,4,Friday,24,1.393433051696703,-0.9650186118987372,23.670160174016218,,
2000-06-19 00:00:00-04:00,1464.4599609375,1488.9300537109375,1459.050048828125,1486.0,921700000,2000,6,June,0,Monday,25,2.0479081513901063,1.4708520298985002,-26.311160857051487,,
2000-06-20 00:00:00-04:00,1486.0,1487.3199462890625,1470.1800537109375,1475.949951171875,1031500000,2000,6,June,1,Tuesday,25,1.165836288885946,-0.6763155335211979,11.912769881740262,,
2000-06-21 00:00:00-04:00,1475.949951171875,1482.18994140625,1468.0,1479.1300048828125,1009600000,2000,6,June,2,Wednesday,25,0.9666172620061309,0.21545809926770215,-2.123121667474552,,
2000-06-22 00:00:00-04:00,1479.1300048828125,1479.1300048828125,1448.030029296875,1452.1800537109375,1022700000,2000,6,June,3,Thursday,25,2.147743828285027,-1.8220136893247714,1.2975435816164818,,
2000-06-23 00:00:00-04:00,1452.1800537109375,1459.93994140625,1438.31005859375,1441.47998046875,847600000,2000,6,June,4,Friday,25,1.503840057521933,-0.7368282751745738,-17.121345458101107,,
2000-06-26 00:00:00-04:00,1441.47998046875,1459.6600341796875,1441.47998046875,1455.31005859375,889000000,2000,6,June,0,Monday,26,1.2612075059846195,0.9594360180085639,4.884379424256725,,
2000-06-27 00:00:00-04:00,1455.31005859375,1463.3499755859375,1450.550048828125,1450.550048828125,1042500000,2000,6,June,1,Tuesday,26,0.8824188291988508,-0.3270787374495676,17.266591676040495,,
2000-06-28 00:00:00-04:00,1450.550048828125,1467.6300048828125,1450.550048828125,1454.8199462890625,1095100000,2000,6,June,2,Wednesday,26,1.1774813332698248,0.29436402173003806,5.045563549160671,,
2000-06-29 00:00:00-04:00,1454.8199462890625,1455.1400146484375,1434.6300048828125,1442.3900146484375,1110900000,2000,6,June,3,Thursday,26,1.4296375857063128,-0.8543965644910988,1.4427906127294312,,
2000-06-30 00:00:00-04:00,1442.3900146484375,1454.6800537109375,1438.7099609375,1454.5999755859375,1459700000,2000,6,June,4,Friday,26,1.110028651155719,0.8465089756237677,31.39796561346656,,
2000-07-03 00:00:00-04:00,1454.5999755859375,1469.5799560546875,1450.8499755859375,1469.5400390625,451900000,2000,7,July,0,Monday,27,1.2909660394890756,1.0270908653456006,-69.04158388710009,,
2000-07-05 00:00:00-04:00,1469.5400390625,1469.5400390625,1442.449951171875,1446.22998046875,1019300000,2000,7,July,2,Wednesday,27,1.878060855325793,-1.5862145960052074,125.55875193626909,,
2000-07-06 00:00:00-04:00,1446.22998046875,1461.6500244140625,1439.56005859375,1456.6700439453125,947300000,2000,7,July,3,Thursday,27,1.5344942149819942,0.7218812787423119,-7.063671146865495,,
2000-07-07 00:00:00-04:00,1456.6700439453125,1484.1199951171875,1456.6700439453125,1478.9000244140625,931700000,2000,7,July,4,Friday,27,1.884431638171695,1.5260820774855295,-1.6467856011823077,,
2000-07-10 00:00:00-04:00,1478.9000244140625,1486.56005859375,1474.760009765625,1475.6199951171875,838700000,2000,7,July,0,Monday,28,0.8001334962968186,-0.22178844024122196,-9.981753783406676,,
2000-07-11 00:00:00-04:00,1475.6199951171875,1488.77001953125,1470.47998046875,1480.8800048828125,980500000,2000,7,July,1,Tuesday,28,1.2438142174958153,0.3564609982942981,16.90711815905568,,
2000-07-12 00:00:00-04:00,1480.8800048828125,1497.68994140625,1480.8800048828125,1492.9200439453125,1001200000,2000,7,July,2,Wednesday,28,1.135131575010207,0.8130327253255588,2.11116777154513,,
2000-07-13 00:00:00-04:00,1492.9200439453125,1501.3900146484375,1489.6500244140625,1495.8399658203125,1026800000,2000,7,July,3,Thursday,28,0.7881039198447163,0.1955846119718224,2.556931681981622,,
2000-07-14 00:00:00-04:00,1495.8399658203125,1509.989990234375,1494.56005859375,1509.97998046875,960600000,2000,7,July,4,Friday,28,1.032406262425025,0.9452892670027823,-6.447214647448384,,
2000-07-17 00:00:00-04:00,1509.97998046875,1517.3199462890625,1505.260009765625,1510.489990234375,906000000,2000,7,July,0,Monday,29,0.8011862698269171,0.03377592896739434,-5.683947532792005,,
2000-07-18 00:00:00-04:00,1510.489990234375,1510.489990234375,1491.3499755859375,1493.739990234375,908300000,2000,7,July,1,Tuesday,29,1.2834019486886414,-1.1089116848368514,0.25386313465783666,,
2000-07-19 00:00:00-04:00,1493.739990234375,1495.6300048828125,1479.9200439453125,1481.9599609375,909400000,2000,7,July,2,Wednesday,29,1.0615411962134713,-0.788626492822667,0.12110536166464825,,
2000-07-20 00:00:00-04:00,1481.9599609375,1501.9200439453125,1481.9599609375,1495.5699462890625,1064600000,2000,7,July,3,Thursday,29,1.3468705993369476,0.9183773995454447,17.06619749285243,,
2000-07-21 00:00:00-04:00,1495.5699462890625,1495.5699462890625,1477.9100341796875,1480.18994140625,968300000,2000,7,July,4,Friday,29,1.194924704545843,-1.028370817491666,-9.045650948713131,,
2000-07-24 00:00:00-04:00,1480.18994140625,1485.8800048828125,1463.800048828125,1464.2900390625,880300000,2000,7,July,0,Monday,30,1.5083997348110527,-1.0741798669868237,-9.088092533305794,,
2000-07-25 00:00:00-04:00,1464.2900390625,1476.22998046875,1464.2900390625,1474.469970703125,969400000,2000,7,July,1,Tuesday,30,0.8154082243087887,0.6952127904347843,10.121549471770987,,
2000-07-26 00:00:00-04:00,1474.469970703125,1474.469970703125,1452.4200439453125,1452.4200439453125,1235800000,2000,7,July,2,Wednesday,30,1.5181508166134026,-1.495447665665082,27.480916030534353,,
2000-07-27 00:00:00-04:00,1452.4200439453125,1464.9100341796875,1445.3299560546875,1449.6199951171875,1156400000,2000,7,July,3,Thursday,30,1.3547133679044248,-0.19278505827549908,-6.424987862113611,,
2000-07-28 00:00:00-04:00,1449.6199951171875,1456.6800537109375,1413.8900146484375,1419.8900146484375,980000000,2000,7,July,4,Friday,30,3.0264050682287125,-2.050880959761225,-15.254237288135593,,
2000-07-31 00:00:00-04:00,1419.8900146484375,1437.6500244140625,1418.7099609375,1430.8299560546875,952600000,2000,7,July,0,Monday,31,1.335020123778273,0.7704780858648909,-2.7959183673469385,,
2000-08-01 00:00:00-04:00,1430.8299560546875,1443.5400390625,1428.9599609375,1438.0999755859375,938700000,2000,8,August,1,Tuesday,31,1.0203279674424486,0.5080980797533802,-1.4591643921897963,,
2000-08-02 00:00:00-04:00,1438.0999755859375,1451.5899658203125,1433.489990234375,1438.699951171875,994500000,2000,8,August,2,Wednesday,31,1.2626509922806062,0.041720019200545966,5.944391179290508,,
2000-08-03 00:00:00-04:00,1438.699951171875,1454.18994140625,1425.4300537109375,1452.56005859375,1095600000,2000,8,August,3,Thursday,31,2.0176288286078687,0.9633772080540784,10.165912518853695,,
2000-08-04 00:00:00-04:00,1452.56005859375,1462.9300537109375,1451.31005859375,1462.9300537109375,956000000,2000,8,August,4,Friday,31,0.8006555903324145,0.713911624916004,-12.741876597298285,,
2000-08-07 00:00:00-04:00,1462.9300537109375,1480.800048828125,1460.719970703125,1479.3199462890625,854800000,2000,8,August,0,Monday,32,1.3746699249503895,1.120346973291691,-10.585774058577407,,
2000-08-08 00:00:00-04:00,1479.3199462890625,1484.52001953125,1472.6099853515625,1482.800048828125,992200000,2000,8,August,1,Tuesday,32,0.808770434681262,0.23525015989897835,16.073935423490877,,
2000-08-09 00:00:00-04:00,1482.800048828125,1490.3299560546875,1471.1600341796875,1472.8699951171875,1054000000,2000,8,August,2,Wednesday,32,1.3030480321394176,-0.6696825859147593,6.228582946986495,,
2000-08-10 00:00:00-04:00,1472.8699951171875,1475.1500244140625,1459.8900146484375,1460.25,940800000,2000,8,August,3,Thursday,32,1.0452848921841438,-0.8568302130551178,-10.740037950664137,,
2000-08-11 00:00:00-04:00,1460.25,1475.719970703125,1453.06005859375,1471.8399658203125,835500000,2000,8,August,4,Friday,32,1.5594614947509415,0.7936973682802603,-11.192602040816327,,
2000-08-14 00:00:00-04:00,1471.8399658203125,1491.6400146484375,1468.56005859375,1491.56005859375,783800000,2000,8,August,0,Monday,33,1.571604506034856,1.339825879945225,-6.187911430281268,,
2000-08-15 00:00:00-04:00,1491.56005859375,1493.1199951171875,1482.739990234375,1484.4300537109375,895900000,2000,8,August,1,Tuesday,33,0.700055636940887,-0.47802331805094744,14.302117887216125,,
2000-08-16 00:00:00-04:00,1484.4300537109375,1496.0899658203125,1475.739990234375,1479.8499755859375,929800000,2000,8,August,2,Wednesday,33,1.378967549880216,-0.30854118815165654,3.7839044536220565,,
2000-08-17 00:00:00-04:00,1479.8499755859375,1499.3199462890625,1479.8499755859375,1496.0699462890625,922400000,2000,8,August,3,Thursday,33,1.3156719278530908,1.096055071170495,-0.795870079587008,,
2000-08-18 00:00:00-04:00,1496.0699462890625,1499.469970703125,1488.989990234375,1491.719970703125,821400000,2000,8,August,4,Friday,33,0.7038314923191925,-0.29076017446426405,-10.949696444058976,,
2000-08-21 00:00:00-04:00,1491.719970703125,1502.8399658203125,1491.1300048828125,1499.47998046875,731600000,2000,8,August,0,Monday,34,0.7853078470123256,0.5202055290556514,-10.932554175797419,,
2000-08-22 00:00:00-04:00,1499.47998046875,1508.449951171875,1497.4200439453125,1498.1300048828125,818800000,2000,8,August,1,Tuesday,34,0.7365940686556834,-0.09002958382381912,11.919081465281575,,
2000-08-23 00:00:00-04:00,1498.1300048828125,1507.199951171875,1489.52001953125,1505.969970703125,871000000,2000,8,August,2,Wednesday,34,1.1869549525214742,0.5233167879129262,6.375183194919394,,
2000-08-24 00:00:00-04:00,1505.969970703125,1511.1600341796875,1501.25,1508.31005859375,837100000,2000,8,August,3,Thursday,34,0.6601188462739385,0.15538742047641443,-3.892078071182549,,
2000-08-25 00:00:00-04:00,1508.31005859375,1513.469970703125,1505.0899658203125,1506.449951171875,685600000,2000,8,August,4,Friday,34,0.5567776726386707,-0.12332394200229911,-18.09819615338669,,
2000-08-28 00:00:00-04:00,1506.449951171875,1523.949951171875,1506.449951171875,1514.0899658203125,733600000,2000,8,August,0,Monday,35,1.161671516958573,0.5071535660706348,7.001166861143523,,
2000-08-29 00:00:00-04:00,1514.0899658203125,1514.81005859375,1505.4599609375,1509.8399658203125,795600000,2000,8,August,1,Tuesday,35,0.6210791318838784,-0.2806966624138091,8.451472191930206,,
2000-08-30 00:00:00-04:00,1509.8399658203125,1510.489990234375,1500.0899658203125,1502.5899658203125,818400000,2000,8,August,2,Wednesday,35,0.6932933791324527,-0.4801833415544141,2.865761689291101,,
2000-08-31 00:00:00-04:00,1502.5899658203125,1525.2099609375,1502.5899658203125,1517.6800537109375,1056600000,2000,8,August,3,Thursday,35,1.505400384118665,1.0042718395491768,29.105571847507335,,
2000-09-01 00:00:00-04:00,1517.6800537109375,1530.0899658203125,1515.530029296875,1520.77001953125,767700000,2000,9,September,4,Friday,35,0.9607158051624046,0.2035979726265168,-27.342419080068144,,
2000-09-05 00:00:00-04:00,1520.77001953125,1520.77001953125,1504.2099609375,1507.0799560546875,838500000,2000,9,September,1,Tuesday,36,1.1009140361913925,-0.9002060338342425,9.222352481438062,,
2000-09-06 00:00:00-04:00,1507.0799560546875,1512.6099853515625,1492.1199951171875,1492.25,995100000,2000,9,September,2,Wednesday,36,1.3732133006344283,-0.9840191952064795,18.676207513416816,,
2000-09-07 00:00:00-04:00,1492.25,1505.3399658203125,1492.25,1502.510009765625,985500000,2000,9,September,3,Thursday,36,0.8771965703007204,0.6875530082509633,-0.964727163099186,,
2000-09-08 00:00:00-04:00,1502.510009765625,1502.510009765625,1489.8800048828125,1494.5,961000000,2000,9,September,4,Friday,36,0.8477196043587364,-0.5331085792150212,-2.486047691527143,,
2000-09-11 00:00:00-04:00,1494.5,1506.760009765625,1483.010009765625,1489.260009765625,899300000,2000,9,September,0,Monday,37,1.6014726700161284,-0.35061828266142525,-6.4203954214360035,,
2000-09-12 00:00:00-04:00,1489.260009765625,1496.9300537109375,1479.6700439453125,1481.989990234375,991200000,2000,9,September,1,Tuesday,37,1.1664769342497359,-0.4881632141854217,10.219059268319803,,
2000-09-13 00:00:00-04:00,1481.989990234375,1487.449951171875,1473.6099853515625,1484.9100341796875,1068300000,2000,9,September,2,Wednesday,37,0.9391878419587845,0.19703533522859346,7.778450363196127,,
2000-09-14 00:00:00-04:00,1484.9100341796875,1494.1600341796875,1476.72998046875,1480.8699951171875,1014000000,2000,9,September,3,Thursday,37,1.180314203779135,-0.2720729855349014,-5.082841898343162,,
2000-09-15 00:00:00-04:00,1480.8699951171875,1480.9599609375,1460.219970703125,1465.81005859375,1268400000,2000,9,September,4,Friday,37,1.4203332820046477,-1.0169654711820766,25.088757396449708,,
2000-09-18 00:00:00-04:00,1465.81005859375,1467.77001953125,1441.9200439453125,1444.510009765625,962500000,2000,9,September,0,Monday,38,1.7927468096780204,-1.4531247553697078,-24.116997792494484,,
2000-09-19 00:00:00-04:00,1444.510009765625,1461.1600341796875,1444.510009765625,1459.9000244140625,1024900000,2000,9,September,1,Tuesday,38,1.152641677904607,1.065414191967736,6.4831168831168835,,
2000-09-20 00:00:00-04:00,1459.9000244140625,1460.489990234375,1430.949951171875,1451.3399658203125,1104000000,2000,9,September,2,Wednesday,38,2.0643656361501823,-0.5863455339817272,7.717826129378476,,
2000-09-21 00:00:00-04:00,1451.3399658203125,1452.77001953125,1436.300048828125,1449.050048828125,1105400000,2000,9,September,3,Thursday,38,1.1466942938951248,-0.15777950350131886,0.12681159420289853,,
2000-09-22 00:00:00-04:00,1449.050048828125,1449.050048828125,1421.8800048828125,1448.719970703125,1185500000,2000,9,September,4,Friday,38,1.9108535074696251,-0.022778931981468867,7.246245702912972,,
2000-09-25 00:00:00-04:00,1448.719970703125,1457.4200439453125,1435.9300537109375,1439.030029296875,982400000,2000,9,September,0,Monday,39,1.4965903233822198,-0.6688622785773474,-17.13201180936314,,
2000-09-26 00:00:00-04:00,1439.030029296875,1448.0400390625,1425.25,1427.2099609375,1106600000,2000,9,September,1,Tuesday,39,1.5990204569373796,-0.821391362149017,12.642508143322475,,
2000-09-27 00:00:00-04:00,1427.2099609375,1437.219970703125,1419.43994140625,1426.5699462890625,1174700000,2000,9,September,2,Wednesday,39,1.2526087774633274,-0.04484376272269636,6.15398517983011,,
2000-09-28 00:00:00-04:00,1426.5699462890625,1461.68994140625,1425.780029296875,1458.2900390625,1206200000,2000,9,September,3,Thursday,39,2.5186151700472346,2.223521731685923,2.6815357112454246,,
2000-09-29 00:00:00-04:00,1458.2900390625,1458.2900390625,1436.2900390625,1436.510009765625,1197100000,2000,9,September,4,Friday,39,1.5317240530582468,-1.4935320624473896,-0.7544354170121041,,
2000-10-02 00:00:00-04:00,1436.52001953125,1445.5999755859375,1429.8299560546875,1436.22998046875,1051200000,2000,10,October,0,Monday,40,1.1029297200321655,-0.020190394742611556,-12.187787152284688,0.010009765625,0.0006968114079924268
2000-10-03 00:00:00-04:00,1436.22998046875,1454.8199462890625,1425.280029296875,1426.4599609375,1098100000,2000,10,October,1,Tuesday,40,2.072569346724114,-0.6802545319421133,4.461567732115677,,
2000-10-04 00:00:00-04:00,1426.4599609375,1439.989990234375,1416.31005859375,1434.3199462890625,1167400000,2000,10,October,2,Wednesday,40,1.671945454100406,0.5510133874628174,6.31090064657135,,
2000-10-05 00:00:00-04:00,1434.3199462890625,1444.1700439453125,1431.800048828125,1436.280029296875,1176100000,2000,10,October,3,Thursday,40,0.8639471082091301,0.13665591229374696,0.7452458454685627,,
2000-10-06 00:00:00-04:00,1436.280029296875,1443.300048828125,1397.06005859375,1408.989990234375,1150100000,2000,10,October,4,Friday,40,3.3098069012809055,-1.9000500254716852,-2.2106963693563473,,
2000-10-09 00:00:00-04:00,1408.989990234375,1409.68994140625,1392.47998046875,1402.030029296875,716600000,2000,10,October,0,Monday,41,1.2359216059757367,-0.4939680896059639,-37.69237457612382,,
2000-10-10 00:00:00-04:00,1402.030029296875,1408.8299560546875,1383.8499755859375,1387.02001953125,1044000000,2000,10,October,1,Tuesday,41,1.8051075556924585,-1.0705911750800796,45.6879709740441,,
2000-10-11 00:00:00-04:00,1387.02001953125,1387.02001953125,1349.6700439453125,1364.5899658203125,1387500000,2000,10,October,2,Wednesday,41,2.7673412293242605,-1.617139867852653,32.90229885057471,,
2000-10-12 00:00:00-04:00,1364.5899658203125,1374.9300537109375,1328.06005859375,1329.780029296875,1388600000,2000,10,October,3,Thursday,41,3.5292074943370397,-2.5509447816078423,0.07927927927927927,,
